Northing,Easting,Depth (ft),Formation,Pore pressure,Fracture pressure,Mud pressure (psi),Hole size (in),METERAGE,DRLTIME,WOB,Pump flow rate,Pump pressure,MFVIS,RETSOLID,FAN600,FAN300,MIN10GEL,RPM,MUDLOSSU
1893888,1036902,2907,8,2616.3,3197.7,2808.162,12.25,87,23,20,580,2775,50,43,148,83,4,180,144
1911541,1023947,3948,14,2052.96,3197.88,1688.9544,8.375,44,24,22.5,350,725,40,8,41,24,3,80,20
1897145,1037320,2908,9,2617.2,3198.8,2809.128,12.25,52,24,25,565,2850,54,43,147,83,7,180,195
1901861,1028091,3950,14,2054,3199.5,1553.535,6.125,12,14,12.5,300,1325,38,3,26,17,3,110,36
1898014,1035395,2909,8,2618.1,3199.9,2910.4545,12.25,61,22,17.5,570,2800,58,45,126,71,3,180,91
1899352,1035235,2910,9,2619,3201,2811.06,12.25,39,24,20,550,1390,59,43,130,75,3,140,0
1899156,1034998,2910,9,2619,3201,2951.613,5.625,13,13,7.5,200,2120,69,46,196,109,6,75,85
1900008,1033297,2910,8,2619,3201,2871.297,12.25,52,17,35,550,2800,49,45,113,63,4,180,105
1933305,1007091,2913,7,2621.7,3204.3,2914.4565,12.25,104,21,22.5,550,2700,57,45,129,74,3,180,150
1893815,1040244,2918,9,2626.2,3209.8,2818.788,12.25,48,22,25,550,2825,52,40,123,68,4,180,0
1911340,1016947,2918,5,2626.2,3209.8,2848.9893,12.25,16,24,20,520,1300,62,43,166,93,2,90,80
1927084,1012494,2919,7,2627.1,3210.9,2860.0362,12.25,86,24,27.5,530,2875,53,43,140,79,5,175,68
1915773,1015021,4340,15,2343.6,3211.6,2425.626,8.375,65,19,12.5,250,675,51,17,81,47,6,145,0
1920957,1012336,4341,15,2344.14,3212.34,2366.2791,12.25,26,22,25,500,1575,48,24,48,30,8,180,0
1893888,1036902,3967,14,2062.84,3213.27,1628.65185,8.5,63,24,22.5,400,1250,42,3,48,30,4,150,8
1911541,1023947,3967,14,2062.84,3213.27,1697.0826,8.375,19,12,22.5,350,375,41,8,41,24,3,80,14
1915773,1015021,4343,15,2345.22,3213.82,2487.2361,8.375,3,1,12.5,270,800,52,17,84,49,6,75,0
1910415,1017902,2923.7,3,2631.33,3216.07,2945.33538,12.25,21.7,13,15,350,1490,62,46,155,87,3,180,0
1910015,1018462,2924,6,2631.6,3216.4,2985.9888,8.375,27,22,17.5,220,1075,67,47,197,108,4,110,75
1915773,1015021,4349,15,2348.46,3218.26,2490.6723,8.375,6,3,12.5,270,800,52,17,81,47,6,75,0
1906000,1029100,2927,9,2634.3,3219.7,2827.482,12.25,46,22,22.5,550,2700,51,44,119,67,4,185,36
1915773,1015021,4351,15,2349.54,3219.74,2461.7958,8.375,2,2,12.5,200,200,51,20,84,51,8,75,70
1922969,1014522,2928,7,2635.2,3220.8,2747.6352,8.375,34,24,15,380,2100,64,42,149,81,4,115,54
1897071,1038001,2930,9,2637,3223,2830.38,5.625,4,10,19,180,2450,60,43,197,109,4,50,0
1893400,1039902,2931,9,2637.9,3224.1,2831.346,12.25,65,23,30,600,2860,59,44,115,66,4,115,75
1899156,1034998,2932,9,2638.8,3225.2,2973.9276,5.625,22,24,13.5,200,2050,67,46,189,105,6,100,0
1891596,1042164,2932,9,2638.8,3225.2,2832.312,12.25,27,14,22.5,550,2800,58,44,145,82,5,180,13
1931442,1006121,2932,8,2638.8,3225.2,2893.0044,12.25,82,20,27.5,530,2825,63,46,167,94,6,180,35
1893888,1036902,3985,14,2072.2,3227.85,1704.783,8.5,18,11,22.5,400,1350,42,4,54,34,4,150,6
1910415,1017902,2935,3,2641.5,3228.5,1204.96425,8.375,11.3,7,12.5,350,550,40,18,24,15,1,65,0
1911340,1016947,2935,3,2641.5,3228.5,2865.58725,12.25,17,24,20,520,1300,63,43,158,89,3,90,64
1897139,1036391,2935,8,2641.5,3228.5,2814.9585,12.25,68,22,20,530,2800,60,43,150,85,7,180,70
1901265,1032792,2936,8,2642.4,3229.6,2836.176,12.25,76,24,27.5,600,2775,63,40,98,56,4,180,90
1915773,1015021,4365,15,2357.1,3230.1,2710.665,8.375,2,6,12.5,200,480,52,20,95,55,7,70,0
1891823,1039898,2937,8,2643.3,3230.7,2837.142,12.25,63,19,25,570,2825,57,44,151,85,6,180,18
1890803,1042438,2937,9,2643.3,3230.7,2837.142,12.25,41,22.5,20,560,2700,65,44,134,78,4,170,120
1920957,1012336,4370,15,2359.8,3233.8,2382.087,12.25,29,21,25,500,1555,48,25,50,31,10,180,0
1887285,1045213,2942,9,2647.8,3236.2,2841.972,12.25,12,14,15,550,2775,53,40,150,85,2,75,0
1897071,1038001,2942,9,2647.8,3236.2,2841.972,5.625,12,17,16,180,2375,63,43,183,103,5,70,75
1894441,1038408,2942,8,2647.8,3236.2,2801.3724,12.25,48,15,27.5,600,2820,48,43,111,66,4,180,112
1910015,1018462,2944,5,2649.6,3238.4,3026.7264,8.375,20,17,17.5,200,875,70,48,189,109,4,110,0
1911340,1016947,2944,3,2649.6,3238.4,2904.8448,12.25,9,11,20,520,1300,70,43,171,97,4,90,48
1899156,1034998,2944,9,2649.6,3238.4,2986.0992,5.625,12,11,13.5,200,2050,69,46,198,110,6,95,70
1901163,1028822,2944,6,2649.6,3238.4,3047.04,12.25,51,19,22.5,400,1975,68,49,202,112,4,175,130
1934676,1008730,2945,7,2650.5,3239.5,2987.1135,12.25,70,20,27.5,500,2725,59,47,193,106,5,180,140
1893888,1036902,2945,8,2650.5,3239.5,2926.152,12.25,38,13,20,540,2775,62,46,175,100,4,180,192
1891966,1041428,2949,9,2654.1,3243.9,2848.734,12.25,49,24,27.5,600,2440,52,44,118,65,3,180,110
1892983,1040809,2952,9,2656.8,3247.2,2851.632,12.25,59,24,27.5,600,2800,51,43,126,72,4,180,50
1899156,1034998,2953,8,2657.7,3248.3,2995.2279,5.625,9,12,11,200,2050,68,46,198,110,6,85,85
1922969,1014522,2955,7,2659.5,3250.5,2813.751,8.375,27,18,15,380,2100,65,43,156,85,4,115,0
1902020,1032125,2955,8,2659.5,3250.5,2813.751,5.625,50,20,13.5,250,2350,61,40,132,74,3,130,40
1901861,1028091,2956,6,2660.4,3251.6,3079.8564,12.25,61,23,15,520,2575,70,49,186,107,7,180,100
1920957,1012336,4395,15,2373.3,3252.3,2426.04,12.25,25,19,25,500,1555,48,25,52,33,9,180,0
1897071,1038001,2958,9,2662.2,3253.8,2857.428,5.625,16,19.5,16,185,2450,60,43,178,98,3,115,10
1897145,1037320,2958,9,2662.2,3253.8,2857.428,12.25,50,18,25,560,2850,53,43,149,84,5,180,150
1936056,1006641,2960,7,2664,3256,2961.48,8.375,121,24,22.5,450,2225,58,47.6,124,69,5,150,90
1898014,1035395,2961,8,2664.9,3257.1,2962.4805,12.25,52,18,17.5,570,2825,59,45,126,76,4,180,104
1920957,1012336,4406,15,2379.24,3260.44,2888.133,8.5,11,17,19,300,470,46,28,72,71,9,55,20
1890349,1049982,4026,14,2093.52,3261.06,1666.764,8.375,67.2,24,32.5,300,700,41,12,30,19,3,100,25
1898058,1036646,2965,9,2668.5,3261.5,2761.8975,12.25,61,22,25,570,2800,60,40,136,79,6,180,100
1932633,1009220,2965,7,2668.5,3261.5,2761.8975,8.375,144,23,17.5,400,2600,48,42,124,69,4,190,130
1928249,1011699,2966,8,2669.4,3262.6,2803.7598,12.25,74,23,30,550,2825,58,42,154,88,4,190,120
1899352,1035235,2970,9,2673,3267,2869.02,12.25,60,24,25,550,1390,59,43,132,76,3,180,0
1899156,1034998,2973,8,2675.7,3270.3,3015.5139,5.625,20,21,11,200,2050,68,46,200,111,6,85,75
1890803,1042438,2973,9,2675.7,3270.3,2871.918,12.25,36,19,20,560,2700,64,44,144,85,5,170,125
1914180,1020592,2974,8,2676.6,3271.4,2770.281,12.25,77,24,27.5,540,2810,67,40,112,64,3,175,128
1890349,1049982,4039.5,14,2100.54,3271.995,1672.353,8.375,13.5,24,30,300,700,41,13,31,20,3,100,24
1890349,1049982,4040,14,2100.8,3272.4,1672.56,8.375,0.5,1,30,300,700,43,13,36,23,3,100,8
1887146,1046045,2975,9,2677.5,3272.5,2873.85,12.25,12,14,22.5,500,2585,57,44,141,80,5,85,0
1890141,1040558,2977,8,2679.3,3274.7,2896.3233,5.625,9,13,6.5,230,2300,68,45,186,103,5,50,35
1899156,1034998,2978,8,2680.2,3275.8,3020.5854,5.625,5,4,12.5,200,2050,69,46,206,115,5,85,0
1897071,1038001,2978,9,2680.2,3275.8,2876.748,5.625,19,24,21,200,2450,58,43,163,89,3,115,20
1893888,1036902,2980,8,2682,3278,2940.366,12.25,35,14,20,540,2775,58,46,162,92,4,180,180
1900266,1034376,2982,9,2683.8,3280.2,2880.612,12.25,56,24,27.5,550,1300,49,44,122,68,3,155,48
1890933,1041897,2984,9,2685.6,3282.4,2964.9024,5.625,17,14,5,180,1350,70,48,191,105,4,22.5,0
1927084,1012494,2985,6,2686.5,3283.5,2924.703,12.25,66,20,27.5,530,2875,55,43,148,84,5,175,110
1893400,1039902,2987,8,2688.3,3285.7,2885.442,12.25,56,22,30,600,2860,60,44,113,65,4,115,75
1890933,1041897,2988,9,2689.2,3286.8,2968.8768,5.625,4,4,6,180,1350,72,48,195,107,4,22.5,20
1906000,1029100,2988,9,2689.2,3286.8,2907.0252,12.25,61,24,22.5,550,2735,52,44,128,72,4,182.5,24
1887146,1046045,2990,9,2691,3289,2888.34,12.25,15,8,22.5,550,2775,49,44,122,70,5,175,0
1891596,1042164,2990,9,2691,3289,2888.34,12.25,58,24,22.5,550,2800,58,44,147,83,5,180,14
1887965,1044892,2990,9,2691,3289,2888.34,12.25,43.5,23,20,600,2775,47,42,110,62,5,180,75
1890141,1040558,2992,8,2692.8,3291.2,2910.9168,5.625,15,12,12.5,240,2485,67,45,179,99,5,90,10
1890141,1040558,2997,8,2697.3,3296.7,2915.7813,5.625,5,8,12.5,240,2485,69,45,191,106,5,90,30
1893815,1040244,2997,9,2697.3,3296.7,2895.102,12.25,79,24,25,550,2825,53,40,122,68,4,180,205
1897071,1038001,3000,9,2700,3300,2898,5.625,22,22,21,200,2450,60,43,186,101,3,115,0
1922969,1014522,3000,3,2700,3300,2856.6,8.375,36,24,15,400,2325,65,43,162,88,4,120,48
1897139,1036391,3001,8,2700.9,3301.1,2898.966,12.25,66,23,30,530,2800,60,43,161,90,7,175,220
1893595,1039396,3002,8,2701.8,3302.2,2899.932,5.625,9,4,12.5,250,2525,55,40,140,78,4,110,20
1899156,1034998,3003,8,2702.7,3303.3,3045.9429,5.625,25,22,12.5,200,2040,68,46,198,110,6,85,0
1910015,1018462,3003,5,2702.7,3303.3,3004.5015,8.375,43,21,12.5,200,875,69,45,194,106,4,115,0
1902020,1032125,3003,8,2702.7,3303.3,2859.4566,5.625,48,11,13.5,250,2350,64,40,149,83,3,130,0
1890933,1041897,3006,9,2705.4,3306.6,2986.7616,5.625,18,17,12.5,250,2300,67,48,198,107,4,125,0
1901265,1032792,3007,8,2706.3,3307.7,2904.762,12.25,71,24,27.5,600,2825,65,40,118,71,5,180,90
1922090,1015363,4090,14,2126.8,3312.9,1566.2655,5.625,14,7,17.5,220,2050,35,3,24,15,2,65,5
1908922,1026054,3012,8,2710.8,3313.2,3075.8544,5.625,0.5,2,4.5,180,1975,68,47,184,102,7,20,0
1899156,1034998,3013,8,2711.7,3314.3,3056.0859,5.625,10,8,12.5,200,2040,65,46,194,107,5,85,60
1933305,1007091,3013,7,2711.7,3314.3,2993.7168,12.25,100,24,22.5,550,2700,57,45,128,74,3,180,150
1892983,1040809,3014,9,2712.6,3315.4,2953.1172,12.25,62,22,27.5,590,2800,54,44,160,90,4,180,80
1893525,1037863,3015,7,2713.5,3316.5,2912.49,12.25,37,13,22.5,570,2600,53,42,107,62,3,155,85
1891966,1041428,3017,9,2715.3,3318.7,2914.422,12.25,68,23,27.5,600,2475,53,44,125,69,3,180,110
1890803,1042438,3020,9,2718,3322,2917.32,12.25,47,21.5,20,560,2700,62,44,139,82,5,175,145
1900008,1033297,3020,7,2718,3322,2979.834,12.25,110,24,30,550,2800,51,45,117,66,4,180,150
1887285,1045213,3021,9,2718.9,3323.1,2918.286,12.25,66,24,22.5,590,2825,52,41,142,81,2,180,0
1922969,1014522,3021,3,2718.9,3323.1,2876.5962,8.375,21,24,15,400,2375,65,43,158,86,4,120,48
1894441,1038408,3022,8,2719.8,3324.2,2919.252,12.25,80,24,25,600,2840,47,43,114,67,4,180,210
1931442,1006121,3023,7,2720.7,3325.3,3045.3702,12.25,91,22,27.5,510,2850,70,47,190,105,6,180,160
1910015,1018462,3025,3,2722.5,3327.5,3026.5125,8.375,22,24,12.5,200,875,67,45,192,105,4,115,0
1922969,1014522,3025,3,2722.5,3327.5,2880.405,8.375,4,3,15,400,2375,75,43,165,91,6,120,25
1901861,1028091,3027,6,2724.3,3329.7,3153.8313,12.25,71,24,15,520,2575,67,49,184,106,6,180,180
1897145,1037320,3028,8,2725.2,3330.8,2925.048,12.25,70,24,25,560,2850,53,43,149,84,5,180,180
1906000,1029100,3029,8,2726.1,3331.9,2946.9141,12.25,41,24,22.5,550,2775,52,44,142,80,4,182.5,48
1908922,1026054,3032,8,2728.8,3335.2,3096.2784,5.625,20,11,6.5,180,2050,64,47,180,100,7,20,15
1899352,1035235,3032,9,2728.8,3335.2,2928.912,12.25,62,24,25,550,2775,59,43,131,75,3,180,180
1891823,1039898,3033,8,2729.7,3336.3,2950.8057,12.25,96,23,27.5,570,2825,62,44,162,92,6,180,15
1890141,1040558,3033,8,2729.7,3336.3,2950.8057,5.625,36,19,12.5,240,2485,67,45,179,99,5,90,60
1890933,1041897,3033,8,2729.7,3336.3,3013.5888,5.625,27,24,12.5,250,2300,64,48,197,108,4,135,75
1887965,1044892,4120,14,2142.4,3337.2,1847.82,8.375,40,19,12.5,300,675,43,23,48,30,8,200,12
1907900,1028999,3036,9,2732.4,3339.6,2932.776,12.25,5,6,17.5,500,2725,65,42,217,122,17,95,0
1897071,1038001,3037,9,2733.3,3340.7,2933.742,5.625,37,24,21,180,2450,60,43,183,99,3,115,0
1899156,1034998,3038,8,2734.2,3341.8,3081.4434,5.625,25,10,12.5,200,2210,70,46,205,114,6,85,0
1901163,1028822,3042,6,2737.8,3346.2,3148.47,12.25,98,24,22.5,400,1975,67,49,201,111,4,175,150
1910015,1018462,3044,3,2739.6,3348.4,3045.522,8.375,19,24,17.5,240,675,69,46,198,109,5,115,0
1887965,1044892,3044,9,2739.6,3348.4,2940.504,12.25,54,23,20,600,2775,47,42,111,63,5,170,45
1898058,1036646,3044,9,2739.6,3348.4,2835.486,12.25,79,23,25,570,2800,53,40,128,73,5,180,100
1890141,1040558,3045,8,2740.5,3349.5,2962.4805,5.625,12,11,12.5,250,2575,69,45,191,106,5,90,55
1900266,1034376,3045,9,2740.5,3349.5,2941.47,12.25,63,24,27.5,550,1325,49,44,135,75,4,90,65
1887285,1045213,4137,14,2151.24,3350.97,1826.8992,8.5,8,4,17.5,400,1200,39,10,40,23,3,155,70
1908922,1026054,3048,8,2743.2,3352.8,3112.6176,5.625,16,9,12.5,200,2225,62,47,175,97,6,105,10
1893400,1039902,3048,8,2743.2,3352.8,2944.368,12.25,61,19,30,600,2860,60,44,115,66,4,115,90
1893595,1039396,3049,8,2744.1,3353.9,2945.334,5.625,47,24,12.5,250,2525,57,40,145,81,4,125,0
1934676,1008730,3049,7,2744.1,3353.9,3092.6007,12.25,104,24,27.5,500,2725,56,47,183,102,5,180,140
1910015,1018462,3053,3,2747.7,3358.3,3054.5265,8.375,9,14,17.5,240,850,70,46,199,110,5,115,0
1891596,1042164,3054,9,2748.6,3359.4,2950.164,12.25,64,23,22.5,550,2800,58,44,138,78,5,180,70
1910015,1018462,3058,3,2752.2,3363.8,3165.03,8.375,5,8,17.5,240,850,71,47,202,112,5,115,20
1898014,1035395,3058,7,2752.2,3363.8,3059.529,12.25,97,24,17.5,550,2790,59,45,135,76,4,180,130
1901861,1028091,3058,6,2752.2,3363.8,3186.1302,12.25,31,17,15,520,2575,66,49,179,102,5,180,144
1927084,1012494,4155,14,2160.6,3365.55,1748.8395,8.375,18,19,27.5,300,680,41,7,32,20,4,80,6
1902020,1032125,3060,7,2754,3366,2913.732,5.625,57,9,10,250,2475,61,40,141,79,3,130,0
1890803,1042438,3060,9,2754,3366,2955.96,12.25,40,21,20,560,2700,68,44,146,86,5,175,160
1893888,1036902,3062,7,2755.8,3368.2,3063.531,12.25,82,20,20,540,2775,56,46,173,97,4,180,160
1890933,1041897,3064,8,2757.6,3370.4,3044.3904,5.625,31,24,12.5,250,2300,65,46,189,104,4,135,0
1892983,1040809,3065,8,2758.5,3371.5,3003.087,12.25,51,23,27.5,580,2800,56,44,168,94,4,180,80
1887285,1045213,4165,14,2165.8,3373.65,1839.264,8.5,28,12,20,400,1200,40,10,40,23,3,155,30
1891966,1041428,3069,8,2762.1,3375.9,2964.654,12.25,52,22,27.5,540,2775,54,44,134,74,3,180,150
1936056,1006641,3071,7,2763.9,3378.1,3072.5355,8.375,111,24,22.5,420,2300,58,47,128,71,5,150,0
1887146,1046045,3073,9,2765.7,3380.3,2968.518,12.25,83,24,22.5,550,2775,54,44,141,80,4,175,36
1928249,1011699,3073,7,2765.7,3380.3,2968.518,12.25,107,24,30,530,2825,58,42,158,90,4,190,140
1899156,1034998,3074,8,2766.6,3381.4,3117.9582,5.625,36,24,12.5,200,2210,68,46,202,112,5,85,0
1893815,1040244,3076,8,2768.4,3383.6,2992.6404,12.25,79,24,25,550,2825,53,42,120,67,4,180,160
1907900,1028999,3077,9,2769.3,3384.7,2972.382,12.25,41,20,13.5,540,2750,50,42,179,99,7,135,30
1906000,1029100,3079,8,2771.1,3386.9,3123.0297,12.25,50,24,22.5,550,2875,53,46,146,83,4,182.5,24
1933305,1007091,3079,7,2771.1,3386.9,3059.2944,12.25,66,21,22.5,550,2700,56,45,129,74,3,180,154
1893525,1037863,3080,7,2772,3388,2975.28,12.25,65,23,22.5,570,2600,54,42,110,64,3,155,95
1897139,1036391,3081,7,2772.9,3389.1,2976.246,12.25,80,23,20,520,2825,64,44,172,97,7,175,150
1897071,1038001,3085,9,2776.5,3393.5,2980.11,5.625,48,24,21,180,2450,60,43,186,101,3,115,75
1901163,1028822,3085,6,2776.5,3393.5,3192.975,12.25,43,13,22.5,450,2425,68,49,202,112,4,175,110
1899352,1035235,3085,8,2776.5,3393.5,2980.11,12.25,53,24,25,550,2800,58,43,128,73,3,180,150
1900008,1033297,3089,7,2780.1,3397.9,3047.9163,12.25,69,15,30,550,2800,54,45,113,64,4,180,135
1900008,1033297,3090,3,2781,3399,3048.903,12.25,1,4,17.5,500,2150,58,45,117,66,4,85,0
1887285,1045213,3090,9,2781,3399,2984.94,12.25,69,24,27.5,590,2825,52,42,146,83,2,180,30
1900008,1033297,3091,3,2781.9,3400.1,3049.8897,12.25,1,6,17.5,500,2150,59,45,120,68,4,85,0
1908922,1026054,3092,7,2782.8,3401.2,3157.5504,5.625,44,24,12.5,200,2250,61,47,174,96,6,105,0
1893595,1039396,3092,8,2782.8,3401.2,2986.872,5.625,43,24,12.5,250,2525,57,40,147,82,4,125,20
1890141,1040558,3094,8,2784.6,3403.4,3010.1526,5.625,49,20,12.5,250,2575,68,45,192,106,4,90,60
1927084,1012494,3095,6,2785.5,3404.5,3032.481,12.25,110,19,27.5,530,2875,55,43,152,87,5,175,72
1897145,1037320,3096,8,2786.4,3405.6,2990.736,12.25,68,23,25,560,2850,53,43,149,84,5,180,150
1901265,1032792,3097,7,2787.3,3406.7,3034.4406,12.25,90,20,22.5,580,2825,68,41,124,74,5,180,90
1896320,1038267,3098,8,2788.2,3407.8,3099.549,5.625,23.5,19,11,260,2625,58,46,118,68,4,95,20
1914180,1020592,3100,7,2790,3410,2930.43,12.25,126,24,27.5,530,2825,58,40,112,64,4,175,128
1890803,1042438,3100,8,2790,3410,3037.38,12.25,40,22,20,560,2725,66,45,134,79,4,175,230
1887285,1045213,4212,14,2190.24,3411.72,1860.0192,8.5,37,15,22.5,400,1210,42,10,43,25,3,155,40
1890141,1040558,3102,8,2791.8,3412.2,3017.9358,5.625,8,3,13.5,250,2575,70,45,196,109,4,75,0
1891823,1039898,3108,7,2797.2,3418.8,3045.2184,12.25,75,21,27.5,560,2825,62,44,161,91,5,180,18
1931442,1006121,3109,3,2798.1,3419.9,3153.4587,12.25,86,16,27.5,510,2850,80,48,208,118,10,180,96
1897139,1036391,3110,7,2799,3421,3004.26,12.25,29,6,20,520,2850,75,44,181,103,8,175,45
1894441,1038408,3110,7,2799,3421,3047.178,12.25,88,24,25,600,2840,49,45,118,70,3,180,180
1891596,1042164,3111,8,2799.9,3422.1,3005.226,12.25,57,24,22.5,550,2800,58,44,152,85,5,180,60
1899352,1035235,3111,8,2799.9,3422.1,3134.0214,12.25,26,6,25,550,2800,56,46,145,82,3,180,90
1890933,1041897,3115,8,2803.5,3426.5,3095.064,5.625,51,24,12.5,225,2350,64,46,205,112,4,135,30
1892983,1040809,3115,8,2803.5,3426.5,3073.5705,12.25,50,20,27.5,570,2800,57,45,172,97,4,180,50
1906000,1029100,3115,8,2803.5,3426.5,3159.5445,12.25,36,23,22.5,500,2875,63,48,164,94,4,182.5,94
1898058,1036646,3116,8,2804.4,3427.6,2924.0544,12.25,72,24,25,570,2825,54,40,129,73,5,180,75
1887965,1044892,3116,9,2804.4,3427.6,3010.056,12.25,72,23,20,600,2800,47,42,117,66,5,180,90
1897071,1038001,3118,8,2806.2,3429.8,3011.988,5.625,33,21,21,180,2450,60,43,176,96,3,120,55
1908922,1026054,3118,7,2806.2,3429.8,3184.1016,5.625,26,12,12.5,200,2250,62,47,178,98,6,105,60
1897139,1036391,3119,7,2807.1,3430.9,3012.954,12.25,9,4,20,510,2850,70,44,173,98,8,175,0
1893400,1039902,3125,8,2812.5,3437.5,3126.5625,12.25,77,24,30,550,2875,62,45,146,84,5,145,105
1899156,1034998,3128,7,2815.2,3440.8,3172.7304,5.625,54,24,12.5,200,2190,70,46,210,117,6,85,0
1901861,1028091,3128,6,2815.2,3440.8,3259.0632,12.25,70,24,15,520,2575,66,49,175,100,5,180,126
1898014,1035395,3130,3,2817,3443,3131.565,12.25,72,21,17.5,530,2775,58,45,137,77,4,180,104
1933305,1007091,3130,3,2817,3443,3088.371,12.25,51,18,15,530,2600,56,45,128,73,3,180,135
1893595,1039396,3134,7,2820.6,3447.4,3027.444,5.625,42,21,12.5,250,2525,58,40,149,83,4,125,60
1891966,1041428,3134,8,2820.6,3447.4,3027.444,12.25,65,24,27.5,540,2825,54,44,131,72,3,180,130
1900266,1034376,3135,7,2821.5,3448.5,3028.41,12.25,90,24,20,550,1350,49,44,140,78,4,90,60
1906000,1029100,3139,8,2825.1,3452.9,3183.8877,12.25,24,18,25,500,2875,70,48,173,97,5,182.5,48
1932633,1009220,4264,14,2217.28,3453.84,1632.8988,5.625,67,23,22.5,270,850,36,4,36,21,3,95,0
1896320,1038267,3141,8,2826.9,3455.1,3142.5705,5.625,43,24,11,260,2625,56,46,119,68,4,95,80
1931442,1006121,3143,3,2828.7,3457.3,3187.9449,12.25,22,22,25,510,2525,74,48,204,114,7,180,0
1907900,1028999,3144,9,2829.6,3458.4,3145.572,12.25,67,23,22.5,540,2725,51,45,157,88,5,180,120
1907900,1028999,4270,14,2220.4,3458.7,1797.243,8.375,25,24,15,320,1125,40,7,39,24,5,120,40
1931442,1006121,3145,3,2830.5,3459.5,3146.5725,12.25,2,2,25,510,2525,74,46,186,102,6,180,0
1931442,1006121,3147,3,2832.3,3461.7,3148.5735,12.25,2,2,25,400,1925,60,46,179,99,4,180,0
1936056,1006641,3147,7,2832.3,3461.7,3148.5735,8.375,76,21,22.5,400,2450,57,47,131,73,5,150,0
1934676,1008730,3147,7,2832.3,3461.7,3192.0021,12.25,98,24,27.5,500,2725,57,47,185,102,5,180,140
1931442,1006121,3147.5,3,2832.75,3462.25,1355.1876,8.375,0.5,1,17.5,410,1750,55,46,174,96,5,65,0
1911541,1023947,3148,8,2833.2,3462.8,3084.4104,12.25,65,19,25,550,2625,61,44,172,97,6,175,80
1932633,1009220,3150,7,2835,3465,2934.225,8.375,185,21,17.5,400,2625,53,42,144,79,5,200,180
1906792,1028644,3151,8,2835.9,3466.1,3261.285,5.625,16,15,7.5,180,2000,73,48,191,106,6,40,40
1893815,1040244,3151,8,2835.9,3466.1,3087.3498,12.25,75,20,25,540,2825,52,44,122,68,4,180,145
1890803,1042438,3151,8,2835.9,3466.1,3087.3498,12.25,51,24,20,560,2725,64,45,128,75,4,175,150
1899352,1035235,3153,7,2837.7,3468.3,3176.3322,12.25,42,9,17.5,510,2850,64,46,160,92,4,180,420
1907900,1028999,4283,14,2227.16,3469.23,1802.7147,8.375,13,12,15,320,1150,40,7,37,23,5,120,10
1887285,1045213,3155,9,2839.5,3470.5,3047.73,12.25,65,24,27.5,570,2825,52,42,138,78,3,180,30
1893525,1037863,3155,7,2839.5,3470.5,3069.4995,12.25,75,23,22.5,570,2630,54,42,111,65,3,130,95
1897145,1037320,3155,8,2839.5,3470.5,3091.269,12.25,59,20,25,560,2850,54,44,148,83,5,180,180
1892983,1040809,3160,8,2844,3476,3161.58,12.25,45,18,27.5,570,2825,58,45,173,97,4,180,80
1914180,1020592,3164,3,2847.6,3480.4,2990.9292,12.25,64,24,27.5,530,2825,57,41,115,65,3,175,160
1928249,1011699,3164,6,2847.6,3480.4,3056.424,12.25,91,20,30,530,2875,58,42,168,96,4,190,168
1898014,1035395,3166,3,2849.4,3482.6,3211.2738,12.25,36,19.5,22.5,530,2775,58,46,139,78,4,180,84
1933305,1007091,3167,3,2850.3,3483.7,3124.8789,12.25,37,18,20,530,2600,55,45,127,72,3,180,0
1897071,1038001,3167,8,2850.3,3483.7,3059.322,5.625,49,24,21,180,2450,60,43,181,99,4,110,55
1906792,1028644,3168,8,2851.2,3484.8,3278.88,5.625,17,8,7.5,180,2000,88,48,244,135,8,40,15
1893888,1036902,3168,7,2851.2,3484.8,3169.584,12.25,106,24,20,540,2775,54,46,162,90,3,180,196
1890933,1041897,3171,8,2853.9,3488.1,3150.7056,5.625,56,24,12.5,225,2350,66,46,210,115,4,135,65
1898014,1035395,3172,3,2854.8,3489.2,1291.3212,8.375,2,1,17.5,300,235,42,6,43,25,3,110,0
1901265,1032792,3172,7,2854.8,3489.2,3129.8124,12.25,75,23,22.5,570,2825,66,41,118,70,4,180,135
1891596,1042164,3173,8,2855.7,3490.3,3065.118,12.25,62,22,22.5,550,2800,58,44,155,88,5,180,90
1887146,1046045,3174,8,2856.6,3491.4,3066.084,12.25,101,24,22.5,550,2775,54,44,136,77,4,175,48
1887965,1044892,3175,8,2857.5,3492.5,3067.05,12.25,59,23,20,580,2800,48,42,116,66,5,180,60
1901163,1028822,3175,5,2857.5,3492.5,3286.125,12.25,90,24,22.5,450,2435,67,49,203,113,4,175,130
1899156,1034998,3178,7,2860.2,3495.8,3223.4454,5.625,50,24,12.5,200,2190,69,46,212,118,6,85,10
1901861,1028091,3179,3,2861.1,3496.9,3312.2001,12.25,51,23,15,520,2575,65,49,173,99,5,180,120
1896320,1038267,3180,8,2862,3498,3181.59,5.625,39,24,11,260,2625,57,46,118,68,4,105,60
1894441,1038408,3180,7,2862,3498,3137.706,12.25,70,22,25,570,2835,49,45,115,68,3,180,168
1890141,1040558,3185,7,2866.5,3503.5,3098.6865,5.625,25,9,7.5,215,2210,62,44,159,89,4,95,0
1897139,1036391,3185,3,2866.5,3503.5,3076.71,12.25,66,24,17.5,505,2850,64,45,175,99,8,170,170
1891966,1041428,3186,8,2867.4,3504.6,3077.676,12.25,52,16,27.5,540,2825,54,44,132,73,3,180,110
